,,,,,,,,,,,,,,,,,,,,,,,,,,,
FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG
Patrick Williams,Chi,F,19.59,44,28.3,58.9,15.5,14.2,77,0.766,255,0.506,97,0.371,0.52,0.551,9.7,4.9,9.6,1.3,6.1,0.7,0.73,1.45,5.6,102.6,108.3
D.J. Wilson,Mil,F,25.11,12,8.7,18.2,19.2,8.4,2,0.5,15,0.4,28,0.357,0.488,0.49,3.6,2.1,12.6,0.3,3.7,0.08,0.33,0.33,6,96.2,100.7
D.J. Wilson,Hou,F-C,25.11,7,13.1,27.2,19.4,16.8,6,0.833,17,0.471,15,0.467,0.578,0.606,6,3.6,14.5,0.7,8.6,0.14,0.71,1,7.6,107.4,97.8
Dylan Windler,Cle,G-F,24.52,31,16.5,34.5,14.8,18.3,27,0.778,53,0.585,78,0.333,0.534,0.563,5.2,3.5,11.6,1.1,9.3,0.61,0.39,1.03,6.6,102.2,107.9
Justise Winslow,Mem,F-G,25.01,16,21,43.8,22.2,14,16,0.563,105,0.429,41,0.122,0.36,0.372,7.1,4.8,12.2,1.8,11.3,0.75,0.44,1.56,7.5,77,102.8
Cassius Winston,Was,G,23.08,10,5.7,11.9,12.3,5.9,2,1,5,0.2,10,0.5,0.567,0.598,1.9,0.7,6.5,1,22.9,0,0.1,0.1,7.7,131.5,110.6
James Wiseman,Gol,C,20,33,21.6,45,24,12.7,81,0.63,281,0.544,33,0.333,0.54,0.558,11.8,5.9,14.5,0.6,4.5,0.3,1.03,1.55,6.4,99.9,97.5
Robert Woodard II,Sac,F,21.52,9,2.5,5.3,32.9,5.7,8,0.375,9,0.556,4,0.25,0.5,0.484,1.8,1,21.9,0,0,0,0.11,0.11,0,,
Christian Wood,Hou,F,25.51,23,31,64.7,26.1,9.4,97,0.67,251,0.622,103,0.379,0.606,0.623,21.5,9.8,16.7,1.3,7.9,0.83,1.39,1.78,8.4,114.2,106.3
Delon Wright,Det,G,28.92,36,29.2,60.9,15.8,12.6,90,0.789,204,0.515,89,0.348,0.517,0.562,10.4,4.6,8.8,5,26.2,1.58,0.53,1.33,8.5,119.4,110.1
Delon Wright,Sac,G,28.92,2,22.9,47.6,9.6,19.6,5,0.8,4,0.25,2,0,0.167,0.366,3,3.5,8.5,3.5,17.5,0.5,0,1,5.8,92.7,117
Thaddeus Young,Chi,F,32.77,41,24.9,51.8,20.8,17.1,54,0.537,362,0.616,25,0.24,0.599,0.6,12,6.3,14.1,4.4,26.8,1.32,0.61,2.07,11.1,117.2,103
Trae Young,Atl,G,22.53,44,34.4,71.8,32.5,16.5,391,0.875,481,0.48,297,0.36,0.503,0.592,25.6,4,6.4,9.4,45.3,0.82,0.23,4.27,11.5,117.3,112.1
Cody Zeller,Cha,F-C,28.48,26,21.5,44.7,17.7,10.4,58,0.69,161,0.553,20,0.15,0.517,0.55,8.7,6.9,17.5,2.1,14.6,0.69,0.42,0.92,9.3,119.1,102.5
Ivica Zubac,Lac,C,24.03,48,21,43.8,15.4,14.8,115,0.826,245,0.645,3,0,0.637,0.688,8.6,7.2,19.3,1.1,7.4,0.44,0.92,1.08,7.8,135.2,100.6
Chandler Hutchison,Was,F-G,24.92,1,25.1,52.3,23.2,21.4,0,0,8,0.75,3,0.667,0.818,0.818,18,5,10.6,0,0,0,0,3,0,107.9,110.5
Wes Iwundu,Nor,F,26.28,1,4.6,9.6,9.3,0,0,0,1,0,0,0,0,0,0,1,12.1,0,0,0,0,0,0,0,118.7
Evan Fournier,Bos,G-F,28.41,1,32.6,67.9,14.5,9.1,0,0,5,0,5,0,0,0,0,2,3.4,0,0,2,2,1,0,0,107.4
Nemanja Bjelica,Mia,F,32.89,1,5,10.4,9,100,0,0,0,0,0,0,,,0,1,11.1,0,0,0,0,1,0,,67.8
Avery Bradley,Hou,G,30.34,1,14.7,30.6,17.4,0,0,0,2,0,4,0.25,0.25,0.25,3,2,7.2,3,27.7,2,0,0,7.1,78.3,102.8
Nicolo Melli,Dal,F,30.17,1,11.5,24,15.4,0,0,0,3,1,1,0,0.75,0.75,6,3,14.3,0,0,1,0,0,0,160.8,114.9
Tony Bradley,Okc,C-F,23.22,1,14.1,29.4,24.3,50.8,2,1,3,1,0,0,1,1.031,8,5,18.6,1,11.9,1,0,4,9.7,102.3,87.6
Chris Silva,Sac,F,24.52,1,1.2,2.5,71.4,50,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,1,0,,
Isaiah Hartenstein,Cle,C-F,22.9,1,26.2,54.6,16.4,10.1,2,0,5,0.2,3,0.333,0.313,0.282,5,14,29.6,7,36.9,0,1,1,12,91.4,88.6
Daniel Theis,Chi,F,28.98,1,22.1,46,12.5,15.5,1,0,4,0.75,1,0,0.6,0.551,6,2,5,3,18.3,1,2,1,6,112.9,117.4
